100	0.001626
200	0.000021
300	0.001562
400	0.001267
500	0.000033
600	0.000041
700	0.000048
800	0.000055
900	0.000064
1000	0.000071
1100	0.000969
1200	0.000956
1300	0.000095
1400	0.000104
1500	0.000111
1600	0.000119
1700	0.000995
1800	0.000135
1900	0.001078
2000	0.000151
2100	0.000163
2200	0.001070
2300	0.001081
2400	0.001087
2500	0.000237
2600	0.001096
2700	0.000209
2800	0.001108
2900	0.001096
3000	0.000248
3100	0.000272
3200	0.001173
3300	0.000265
3400	0.000272
3500	0.000283
3600	0.000309
3700	0.000299
3800	0.001232
3900	0.001179
4000	0.001188
4100	0.000336
4200	0.001255
4300	0.000352
4400	0.000361
4500	0.001236
4600	0.000376
4700	0.001248
4800	0.000407
4900	0.000407
5000	0.000421
5100	0.001301
5200	0.001304
5300	0.000441
5400	0.001309
5500	0.001319
5600	0.000466
5700	0.001338
5800	0.000483
5900	0.000553
6000	0.000509
6100	0.001371
6200	0.001385
6300	0.001394
6400	0.001418
6500	0.000548
6600	0.000563
6700	0.001435
6800	0.000588
6900	0.000582
7000	0.000599
7100	0.000608
7200	0.000615
7300	0.000629
7400	0.000637
7500	0.000643
7600	0.000653
7700	0.000872
7800	0.000744
7900	0.000775
8000	0.000740
8100	0.000717
8200	0.000703
8300	0.000731
8400	0.000724
8500	0.000733
8600	0.000741
8700	0.000757
8800	0.000768
8900	0.000832
9000	0.000789
9100	0.000790
9200	0.000796
9300	0.000805
9400	0.000820
9500	0.000869
9600	0.000883
9700	0.000854
9800	0.000857
9900	0.000864
10000	0.000866
10100	0.000882
10200	0.000935
10300	0.001050
10400	0.001037
10500	0.001040
10600	0.000986
10700	0.001023
10800	0.000953
10900	0.000969
11000	0.000982
11100	0.001011
11200	0.000993
11300	0.001008
11400	0.001005
11500	0.001032
11600	0.001025
11700	0.001035
11800	0.001049
11900	0.001067
12000	0.001075
12100	0.001077
12200	0.001085
12300	0.001330
12400	0.001225
12500	0.001120
12600	0.001137
12700	0.001211
12800	0.001169
12900	0.001134
13000	0.001155
13100	0.001159
13200	0.001197
13300	0.001192
13400	0.001265
13500	0.001225
13600	0.001214
13700	0.001215
13800	0.001247
13900	0.001251
14000	0.001269
14100	0.001302
14200	0.001284
14300	0.001291
14400	0.001510
14500	0.001294
14600	0.001315
14700	0.001320
14800	0.001336
14900	0.001339
15000	0.001376
15100	0.001353
15200	0.001369
15300	0.001364
15400	0.001387
15500	0.001416
15600	0.001398
15700	0.001406
15800	0.001452
15900	0.001494
16000	0.001470
16100	0.001474
16200	0.001458
16300	0.001464
16400	0.001489
16500	0.001527
16600	0.001540
16700	0.001529
16800	0.001529
16900	0.001542
17000	0.001530
17100	0.001556
17200	0.001592
17300	0.001594
17400	0.001591
17500	0.001599
17600	0.001605
17700	0.001616
17800	0.001621
17900	0.001632
18000	0.001640
18100	0.001662
18200	0.001715
18300	0.001662
18400	0.001688
18500	0.001700
18600	0.001701
18700	0.001712
18800	0.001714
18900	0.001737
19000	0.001831
19100	0.001763
19200	0.001796
19300	0.001762
19400	0.001761
19500	0.001792
19600	0.001791
19700	0.001797
19800	0.001849
19900	0.001842
20000	0.002040
20100	0.001848
20200	0.001844
20300	0.001853
20400	0.001877
20500	0.001888
20600	0.001903
20700	0.001893
20800	0.001909
20900	0.001918
21000	0.001929
21100	0.001958
21200	0.001938
21300	0.001964
21400	0.001971
21500	0.001989
21600	0.002009
21700	0.001995
21800	0.002007
21900	0.002011
22000	0.002039
22100	0.002025
22200	0.002050
22300	0.002080
22400	0.002045
22500	0.002070
22600	0.002141
22700	0.002121
22800	0.002178
22900	0.002132
23000	0.002140
23100	0.002129
23200	0.002147
23300	0.002235
23400	0.002160
23500	0.002170
23600	0.002201
23700	0.002196
23800	0.002227
23900	0.002192
24000	0.002226
24100	0.002227
24200	0.002246
24300	0.002269
24400	0.002276
24500	0.002267
24600	0.002263
24700	0.002268
24800	0.002289
24900	0.002329
25000	0.002311
25100	0.002338
25200	0.002351
25300	0.002346
25400	0.002356
25500	0.002385
25600	0.002367
25700	0.002442
25800	0.002396
25900	0.002397
26000	0.002402
26100	0.002444
26200	0.002432
26300	0.002485
26400	0.002449
26500	0.002461
26600	0.002483
26700	0.002472
26800	0.002473
26900	0.003408
27000	0.003694
27100	0.002533
27200	0.002567
27300	0.002539
27400	0.002550
27500	0.002572
27600	0.002576
27700	0.002589
27800	0.002581
27900	0.002857
28000	0.002665
28100	0.002647
28200	0.002639
28300	0.002641
28400	0.002651
28500	0.002710
28600	0.002665
28700	0.002667
28800	0.002704
28900	0.002770
29000	0.002699
29100	0.002726
29200	0.002741
29300	0.002702
29400	0.002776
29500	0.002795
29600	0.002745
29700	0.002790
29800	0.002789
29900	0.002884
30000	0.002870
30100	0.002829
30200	0.002840
30300	0.002850
30400	0.002866
30500	0.002842
30600	0.002847
30700	0.002932
30800	0.002922
30900	0.002928
31000	0.002907
31100	0.003137
31200	0.002920
31300	0.002969
31400	0.003009
31500	0.002950
31600	0.002988
31700	0.003015
31800	0.003087
31900	0.003044
32000	0.003009
32100	0.003015
32200	0.003010
32300	0.003116
32400	0.003041
32500	0.003057
32600	0.003018
32700	0.003113
32800	0.003122
32900	0.003087
33000	0.003090
33100	0.003117
33200	0.003153
33300	0.003100
33400	0.003119
33500	0.003157
33600	0.003213
33700	0.003146
33800	0.003161
33900	0.003197
34000	0.003367
34100	0.003204
34200	0.003220
34300	0.003204
