100	0.002500
200	0.009200
300	0.022800
400	0.037200
500	0.079800
600	0.087800
700	0.111100
800	0.133500
900	0.151700
1000	0.182700
1100	0.262500
1200	0.223800
1300	0.215300
1400	0.334000
1500	0.530000
1600	0.697100
1700	0.724500
1800	0.644400
1900	0.540100
2000	0.512900
2100	0.637900
2200	0.833700
2300	1.294800
2400	1.472800
2500	1.094300
2600	-98.130400
2700	0.914200
2800	0.999600
2900	1.064900
3000	1.131000
3100	1.197200
3200	1.258100
3300	1.500500
3400	2.124800
3500	1.524700
3600	1.597600
3700	1.690300
3800	1.784800
3900	1.881600
4000	1.962600
4100	2.098900
4200	2.162500
4300	2.256300
4400	2.574600
4500	2.514800
4600	2.578400
4700	2.774100
4800	2.834900
4900	2.956200
5000	3.061300
5100	3.191900
5200	3.538400
5300	3.462600
5400	4.042900
5500	3.738600
5600	4.385000
5700	4.018500
5800	4.764000
5900	6.057900
6000	5.224800
6100	4.539600
6200	5.922700
6300	-93.645700
6400	5.694900
6500	5.159000
6600	5.447300
6700	5.869000
6800	6.010200
6900	5.934100
7000	5.996500
7100	6.228000
7200	6.321100
7300	8.234700
7400	8.364600
7500	8.693200
7600	7.942400
7700	7.312100
7800	-91.445600
7900	8.348100
8000	7.863000
8100	8.033700
8200	8.665400
8300	8.381000
8400	8.837900
8500	8.837900
8600	9.066800
8700	10.504300
8800	9.912400
8900	-89.242900
9000	12.099800
9100	10.159500
9200	11.714800
9300	11.856700
9400	13.361400
9500	12.007000
9600	11.895000
9700	-85.523000
9800	14.147300
9900	12.628300
