100	0.002163
200	0.000022
300	0.000033
400	0.001574
500	0.000062
600	0.000079
700	0.002147
800	0.000113
900	0.001920
1000	0.000131
1100	0.000141
1200	0.001708
1300	0.001735
1400	0.001709
1500	0.000192
1600	0.000206
1700	0.000223
1800	0.000239
1900	0.000251
2000	0.000265
2100	0.000284
2200	0.000304
2300	0.000309
2400	0.000324
2500	0.000343
2600	0.000355
2700	0.001950
2800	0.002046
2900	0.000431
3000	0.000414
3100	0.000431
3200	0.002017
3300	0.001991
3400	0.001997
3500	0.000486
3600	0.000507
3700	0.002074
3800	0.002080
3900	0.001926
4000	0.002238
4100	0.001912
4200	0.000420
4300	0.000438
4400	0.000452
4500	0.001550
4600	0.000470
4700	0.000475
4800	0.001568
4900	0.001573
5000	0.000493
5100	0.000515
5200	0.001596
5300	0.000531
5400	0.002651
5500	0.001419
5600	0.003889
5700	0.004025
5800	0.001298
5900	0.001270
6000	0.001463
6100	0.000829
6200	0.002042
6300	0.002058
6400	0.002735
6500	0.001156
6600	0.003080
6700	0.003470
6800	0.003587
6900	0.003424
7000	0.003318
7100	0.001100
7200	0.001330
7300	0.003457
7400	0.003357
7500	0.001456
7600	0.003633
7700	0.001605
7800	0.003701
7900	0.003699
8000	0.001516
8100	0.003152
8200	0.004389
8300	0.001245
8400	0.001163
8500	0.002062
8600	0.000918
8700	0.000953
8800	0.002014
8900	0.002070
9000	0.000973
9100	0.000974
9200	0.002175
9300	0.001000
9400	0.001021
9500	0.002144
9600	0.002114
9700	0.001040
9800	0.001050
9900	0.002106
10000	0.001121
10100	0.002300
10200	0.002562
10300	0.001160
10400	0.001120
10500	0.002238
10600	0.001165
10700	0.001179
10800	0.002260
10900	0.002245
11000	0.002326
11100	0.002259
11200	0.002306
11300	0.002265
11400	0.002338
11500	0.002322
11600	0.002342
11700	0.001275
11800	0.002280
11900	0.002328
12000	0.002363
12100	0.001329
12200	0.001331
12300	0.002410
12400	0.001486
12500	0.001389
12600	0.001395
12700	0.002460
12800	0.002443
12900	0.001421
13000	0.002458
13100	0.001396
13200	0.001500
13300	0.002490
13400	0.002517
13500	0.001475
13600	0.002514
13700	0.002530
13800	0.001516
13900	0.001561
14000	0.001537
14100	0.001540
14200	0.002594
14300	0.002639
14400	0.001627
14500	0.001613
14600	0.004470
14700	0.001668
14800	0.002621
14900	0.001611
15000	0.002724
15100	0.002686
15200	0.002750
15300	0.002733
15400	0.001690
15500	0.002769
15600	0.002766
15700	0.001852
15800	0.002860
15900	0.002844
16000	0.002792
16100	0.001792
16200	0.002857
16300	0.003016
16400	0.002833
16500	0.002837
16600	0.001839
16700	0.001871
16800	0.003057
16900	0.001948
17000	0.002909
17100	0.001907
17200	0.001921
17300	0.001937
17400	0.003017
17500	0.003029
